store_and_fwd_flag,mta_tax,total_amount,extra,ratecodeid,fare_amount,trip_distance,lpep_dropoff_datetime,pickup_longitude,pickup_latitude,vendorid,dropoff_longitude,passenger_count,tolls_amount,trip_type,payment_type,dropoff_latitude,lpep_pickup_datetime,improvement_surcharge,tip_amount
N,0.5,17.8,0.5,1,16.5,4.76,2016-01-01T00:40:01.000,-73.866455078125,40.831783294677734,2,-73.92083740234375,1,0,1,2,40.829524993896484,2016-01-01T00:23:40.000,0.3,0
N,0.5,8.3,0.5,1,7,1.32,2016-01-01T00:40:42.000,-73.896492004394531,40.746181488037109,2,-73.884780883789062,1,0,1,2,40.757671356201172,2016-01-01T00:33:49.000,0.3,0
N,0.5,36.96,0.5,1,29.5,10.00,2016-01-01T00:41:09.000,-73.976646423339844,40.682773590087891,2,-73.855621337890625,1,0,1,1,40.722080230712891,2016-01-01T00:17:07.000,0.3,6.16
N,0.5,29.3,0.5,1,28,8.86,2016-01-01T00:40:10.000,-73.975990295410156,40.687038421630859,2,-73.870498657226562,1,0,1,2,40.757049560546875,2016-01-01T00:15:51.000,0.3,0
N,0.5,10.3,0.5,1,9,1.85,2016-01-01T00:40:22.000,-73.891998291015625,40.746978759765625,2,-73.921066284179688,1,0,1,2,40.756359100341797,2016-01-01T00:31:04.000,0.3,0
N,0.5,26.8,0.5,1,25.5,8.68,2016-01-01T00:41:07.000,-73.976486206054688,40.682826995849609,2,-73.873886108398438,1,0,1,2,40.727592468261719,2016-01-01T00:25:15.000,0.3,0
N,0.5,20.3,0.5,1,19,6.08,2016-01-01T00:40:32.000,-73.954017639160156,40.707210540771484,2,-73.89666748046875,1,0,1,2,40.746330261230469,2016-01-01T00:28:23.000,0.3,0
N,0.5,11.8,0.5,1,10.5,2.23,2016-01-02T00:18:20.000,-73.985252380371094,40.687137603759766,2,-73.949851989746094,2,0,1,1,40.681045532226563,2016-01-01T00:27:50.000,0.3,0
N,0.5,9.3,0.5,1,8,1.54,2016-01-01T00:40:33.000,-73.94354248046875,40.814376831054688,2,-73.951583862304688,1,0,1,2,40.827056884765625,2016-01-01T00:32:09.000,0.3,0
N,0.5,26.3,0.5,1,25,7.70,2016-01-01T00:32:59.000,-73.977996826171875,40.672737121582031,2,-73.972465515136719,5,0,1,2,40.725681304931641,2016-01-01T00:09:38.000,0.3,0
N,0.5,35.76,0.5,1,28.5,7.23,2016-01-01T00:41:21.000,-73.958221435546875,40.721794128417969,2,-73.942710876464844,1,0,1,1,40.66339111328125,2016-01-01T00:05:52.000,0.3,5.96
N,0.5,8.3,0.5,1,7,0.93,2016-01-01T00:40:56.000,-73.905220031738281,40.745285034179688,2,-73.920181274414063,2,0,1,2,40.743198394775391,2016-01-01T00:33:07.000,0.3,0
N,0.5,10.3,0.5,1,9,2.11,2016-01-01T00:41:16.000,-73.852256774902344,40.687118530273438,2,-73.814437866210937,1,0,1,2,40.697101593017578,2016-01-01T00:33:13.000,0.3,0
N,0.5,20.3,0.5,1,19,4.51,2016-01-01T00:40:25.000,-73.970756530761719,40.67352294921875,2,-73.926521301269531,1,0,1,2,40.694087982177734,2016-01-01T00:17:16.000,0.3,0
N,0.5,23.3,0.5,1,22,6.69,2016-01-01T00:37:46.000,-73.994056701660156,40.7027587890625,2,-73.972259521484375,1,0,1,2,40.755420684814453,2016-01-01T00:18:36.000,0.3,0
N,0.5,5.8,0.5,1,4.5,0.53,2016-01-01T00:40:12.000,-73.891036987304688,40.746936798095703,2,-73.87969970703125,1,0,1,2,40.748542785644531,2016-01-01T00:35:47.000,0.3,0
N,0.5,13.8,0.5,1,12.5,2.90,2016-01-01T00:41:15.000,-73.890945434570313,40.832073211669922,2,-73.918678283691406,1,0,1,2,40.823196411132812,2016-01-01T00:25:50.000,0.3,0
N,0.5,16.56,0.5,1,12.5,3.47,2016-01-01T00:40:21.000,-73.953018188476563,40.717697143554688,2,-73.986892700195313,2,0,1,1,40.732448577880859,2016-01-01T00:28:10.000,0.3,2.76
N,0.5,8.3,0.5,1,7,1.27,2016-01-01T00:40:57.000,-73.920425415039063,40.814563751220703,2,-73.905662536621094,1,0,1,2,40.819488525390625,2016-01-01T00:33:31.000,0.3,0
N,0.5,7.8,0.5,1,6.5,0.98,2016-01-01T00:40:26.000,-73.945510864257813,40.692836761474609,2,-73.9315185546875,1,0,1,2,40.69683837890625,2016-01-01T00:33:40.000,0.3,0
N,0.5,28.3,0.5,1,27,9.29,2016-01-01T00:40:45.000,-73.903511047363281,40.745384216308594,2,-73.821601867675781,1,0,1,2,40.704200744628906,2016-01-01T00:23:36.000,0.3,0
N,0.5,21.3,0.5,1,20,4.79,2016-01-01T00:40:50.000,-73.97650146484375,40.6829833984375,2,-73.946281433105469,3,0,1,2,40.623516082763672,2016-01-01T00:15:51.000,0.3,0
N,0.5,16,0.5,1,11.5,2.86,2016-01-01T00:41:16.000,-73.984779357910156,40.689128875732422,2,-73.989356994628906,1,0,1,1,40.721622467041016,2016-01-01T00:28:46.000,0.3,3.2
N,0.5,18.3,0.5,1,17,5.36,2016-01-01T00:40:38.000,-73.868598937988281,40.749382019042969,2,-73.812973022460937,5,0,1,2,40.704734802246094,2016-01-01T00:26:37.000,0.3,0
N,0.5,20.16,0.5,1,15.5,4.17,2016-01-01T00:41:24.000,-73.925361633300781,40.761734008789063,2,-73.979026794433594,1,0,1,1,40.747013092041016,2016-01-01T00:25:05.000,0.3,3.36
N,0.5,12.3,0.5,1,11,2.46,2016-01-01T00:40:36.000,-73.961341857910156,40.660919189453125,2,-73.951950073242188,1,0,1,2,40.687587738037109,2016-01-01T00:27:57.000,0.3,0
N,0.5,12.3,0.5,1,11,2.48,2016-01-01T00:40:15.000,-73.982170104980469,40.666236877441406,2,-73.96051025390625,1,0,1,2,40.647415161132812,2016-01-01T00:28:27.000,0.3,0
N,0.5,9.8,0.5,1,8.5,2.14,2016-01-01T00:38:12.000,-73.911796569824219,40.676963806152344,2,-73.923164367675781,3,0,1,2,40.687118530273438,2016-01-01T00:19:40.000,0.3,0
N,0.5,7.8,0.5,1,6.5,1.24,2016-01-01T00:40:46.000,-73.869834899902344,40.749061584472656,2,-73.863746643066406,1,0,1,2,40.742610931396484,2016-01-01T00:33:42.000,0.3,0
N,0.5,14.8,0.5,1,13.5,3.28,2016-01-01T00:41:32.000,-73.937553405761719,40.708656311035156,2,-73.9576416015625,1,0,1,1,40.677265167236328,2016-01-01T00:25:02.000,0.3,0
N,0.5,15.3,0.5,1,14,3.30,2016-01-01T00:40:40.000,-73.862335205078125,40.730369567871094,2,-73.893013000488281,1,0,1,2,40.756008148193359,2016-01-01T00:25:28.000,0.3,0
N,0.5,18.96,0.5,1,14.5,3.43,2016-01-01T00:41:22.000,-73.966392517089844,40.713050842285156,2,-73.960372924804688,1,0,1,1,40.672157287597656,2016-01-01T00:22:14.000,0.3,3.16
N,0.5,15.8,0.5,1,12,3.27,2016-01-01T00:41:26.000,-73.924644470214844,40.741275787353516,2,-73.933036804199219,2,0,1,1,40.704231262207031,2016-01-01T00:30:06.000,0.3,2.5
N,0.5,13.3,0.5,1,12,2.83,2016-01-01T00:41:38.000,-73.918960571289063,40.742996215820313,2,-73.923492431640625,1,0,1,2,40.770408630371094,2016-01-01T00:27:14.000,0.3,0
N,0.5,8.8,0.5,1,7.5,1.09,2016-01-01T00:41:11.000,-73.903068542480469,40.746231079101563,2,-73.88323974609375,1,0,1,2,40.747657775878906,2016-01-01T00:31:33.000,0.3,0
N,0.5,45.34,0.5,1,34.5,11.48,2016-01-01T00:41:28.000,-73.958335876464844,40.719161987304688,2,-73.952423095703125,3,5.54,1,1,40.799736022949219,2016-01-01T00:13:14.000,0.3,4
N,0.5,21.62,0.5,1,16,4.19,2016-01-01T00:41:06.000,-73.987480163574219,40.684734344482422,2,-73.980445861816406,1,0,1,1,40.727108001708984,2016-01-01T00:24:03.000,0.3,4.32
N,0.5,24.12,0.5,1,18,4.56,2016-01-01T00:41:27.000,-73.809852600097656,40.705657958984375,2,-73.868309020996094,1,0,1,1,40.746620178222656,2016-01-01T00:20:40.000,0.3,4.82
N,0.5,12.8,0.5,1,10,2.39,2016-01-01T00:40:57.000,-73.945381164550781,40.822750091552734,2,-73.944938659667969,1,0,1,1,40.799808502197266,2016-01-01T00:29:58.000,0.3,1.5
N,0.5,6.96,0.5,1,4.5,0.67,2016-01-01T00:40:37.000,-73.9254150390625,40.756702423095703,2,-73.924858093261719,1,0,1,1,40.759925842285156,2016-01-01T00:37:44.000,0.3,1.16
N,0.5,26.3,0.5,1,25,6.86,2016-01-01T00:41:13.000,-73.945175170898437,40.800151824951172,2,-73.993873596191406,1,0,1,1,40.749320983886719,2016-01-01T00:12:21.000,0.3,0
N,0.5,13.3,0.5,1,12,2.70,2016-01-01T00:41:21.000,-73.991294860839844,40.69683837890625,2,-73.957504272460938,1,0,1,2,40.689285278320312,2016-01-01T00:25:43.000,0.3,0
N,0.5,21.36,0.5,1,16.5,3.61,2016-01-01T00:41:18.000,-73.930328369140625,40.685543060302734,2,-73.963737487792969,2,0,1,1,40.717838287353516,2016-01-01T00:19:25.000,0.3,3.56
N,0.5,8.3,0.5,1,7,0.92,2016-01-01T00:40:29.000,-73.937553405761719,40.804527282714844,2,-73.938919067382813,1,0,1,2,40.795539855957031,2016-01-01T00:32:50.000,0.3,0
N,0.5,14.3,0.5,1,13,3.52,2016-01-01T00:38:07.000,-73.973426818847656,40.686115264892578,2,-73.95526123046875,1,0,1,2,40.720111846923828,2016-01-01T00:23:22.000,0.3,0
N,0.5,9.3,0.5,1,8,1.55,2016-01-01T00:41:07.000,-73.925384521484375,40.761810302734375,2,-73.920463562011719,1,0,1,2,40.775962829589844,2016-01-01T00:33:02.000,0.3,0
N,0.5,10.3,0.5,1,9,2.13,2016-01-01T00:41:22.000,-73.978240966796875,40.675472259521484,2,-74.003372192382813,1,0,1,2,40.655475616455078,2016-01-01T00:32:39.000,0.3,0
N,0.5,9.49,0.5,1,6,1.17,2016-01-01T00:41:11.000,-73.964271545410156,40.694938659667969,2,-73.947494506835938,1,0,1,1,40.698581695556641,2016-01-01T00:35:59.000,0.3,2.19
N,0.5,20.8,0.5,1,19.5,5.27,2016-01-01T00:40:55.000,-73.928970336914063,40.855678558349609,2,-73.885406494140625,1,0,1,2,40.872203826904297,2016-01-01T00:18:46.000,0.3,0
N,0.5,17.3,0.5,1,16,3.90,2016-01-01T00:41:11.000,-73.950439453125,40.675228118896484,2,-73.935859680175781,1,0,1,2,40.7108154296875,2016-01-01T00:22:04.000,0.3,0
N,0.5,8.3,0.5,1,7,1.00,2016-01-01T00:41:17.000,-73.923179626464844,40.743488311767578,2,-73.904190063476563,1,0,1,2,40.745521545410156,2016-01-01T00:33:52.000,0.3,0
N,0.5,11.16,0.5,1,8,1.84,2016-01-01T00:41:46.000,-73.96246337890625,40.71624755859375,2,-73.967658996582031,1,0,1,1,40.696083068847656,2016-01-01T00:33:21.000,0.3,1.86
N,0.5,18.96,0.5,1,14.5,3.87,2016-01-01T00:41:13.000,-73.998603820800781,40.691543579101563,2,-74.011940002441406,1,0,1,1,40.713523864746094,2016-01-01T00:26:09.000,0.3,3.16
N,0.5,11.8,0.5,1,10.5,2.20,2016-01-01T00:41:50.000,-73.949295043945313,40.714130401611328,2,-73.923995971679688,1,0,1,2,40.697437286376953,2016-01-01T00:29:30.000,0.3,0
N,0.5,9.3,0.5,1,8,1.39,2016-01-01T00:41:29.000,-73.946319580078125,40.806808471679688,2,-73.962867736816406,1,0,1,2,40.798301696777344,2016-01-01T00:32:38.000,0.3,0
N,0.5,26.16,0.5,1,20.5,6.47,2016-01-01T00:41:45.000,-73.960029602050781,40.818080902099609,2,-73.902137756347656,1,0,1,1,40.829521179199219,2016-01-01T00:23:58.000,0.3,4.36
N,0.5,30.36,0.5,1,24,6.69,2016-01-01T00:41:44.000,-73.979583740234375,40.684898376464844,2,-73.995857238769531,1,0,1,1,40.760028839111328,2016-01-01T00:14:21.000,0.3,5.06
N,0.5,13.8,0.5,1,12.5,3.00,2016-01-01T00:41:45.000,-73.941139221191406,40.788169860839844,2,-73.93994140625,1,0,1,1,40.817771911621094,2016-01-01T00:27:56.000,0.3,0
N,0.5,11.8,0.5,1,10.5,2.14,2016-01-01T00:41:00.000,-73.958213806152344,40.810832977294922,2,-73.940536499023438,1,0,1,2,40.793388366699219,2016-01-01T00:28:32.000,0.3,0
N,0.5,8.76,0.5,1,6,0.97,2016-01-01T00:41:47.000,-73.948638916015625,40.691719055175781,2,-73.969345092773438,1,0,1,1,40.689529418945313,2016-01-01T00:35:05.000,0.3,1.46
N,0.5,10.3,0.5,1,9,1.82,2016-01-01T00:41:29.000,-73.955924987792969,40.804615020751953,2,-73.953437805175781,5,0,1,2,40.825531005859375,2016-01-01T00:31:32.000,0.3,0
N,0.5,12.8,0.5,1,11.5,2.48,2016-01-01T00:41:24.000,-73.932220458984375,40.697280883789063,2,-73.936759948730469,1,0,1,1,40.667430877685547,2016-01-01T00:27:09.000,0.3,0
N,0.5,17.3,0.5,1,16,3.87,2016-01-01T00:41:26.000,-73.961585998535156,40.811355590820312,2,-73.952346801757813,1,0,1,2,40.777236938476563,2016-01-01T00:22:19.000,0.3,0
N,0.5,16.64,0.5,1,11.5,2.44,2016-01-01T00:41:54.000,-73.958480834960938,40.713329315185547,2,-73.921638488769531,1,0,1,1,40.707874298095703,2016-01-01T00:26:43.000,0.3,3.84
N,0.5,7.3,0.5,1,6,0.96,2016-01-01T00:41:50.000,-73.920921325683594,40.756523132324219,2,-73.908248901367188,1,0,1,2,40.753940582275391,2016-01-01T00:35:12.000,0.3,0
N,0.5,12.3,0.5,1,11,2.57,2016-01-01T00:41:01.000,-73.993858337402344,40.702739715576172,2,-73.994247436523438,1,0,1,2,40.717395782470703,2016-01-01T00:30:06.000,0.3,0
N,0.5,6.3,0.5,1,5,0.97,2016-01-01T00:40:23.000,-73.922843933105469,40.817493438720703,2,-73.924766540527344,1,0,1,2,40.826000213623047,2016-01-01T00:36:47.000,0.3,0
N,0.5,17.8,0.5,1,16.5,4.49,2016-01-01T00:41:35.000,-73.955047607421875,40.722328186035156,2,-73.892906188964844,1,0,1,2,40.747295379638672,2016-01-01T00:27:37.000,0.3,0
N,0.5,14.8,0.5,1,13.5,3.04,2016-01-01T00:41:16.000,-73.973495483398438,40.655570983886719,2,-73.961227416992188,1,0,1,2,40.681411743164062,2016-01-01T00:24:21.000,0.3,0
N,0.5,26.8,0.5,1,25.5,6.53,2016-01-01T00:41:30.000,-73.994560241699219,40.702873229980469,2,-73.988632202148437,1,0,1,2,40.763828277587891,2016-01-01T00:11:13.000,0.3,0
N,0.5,11.3,0.5,1,10,1.85,2016-01-01T00:41:16.000,-73.955215454101563,40.804523468017578,2,-73.93731689453125,1,0,1,2,40.806842803955078,2016-01-01T00:28:56.000,0.3,0
N,0.5,5.8,0.5,1,4.5,0.63,2016-01-01T00:41:33.000,-73.945503234863281,40.710762023925781,2,-73.936698913574219,1,0,1,2,40.710617065429688,2016-01-01T00:37:54.000,0.3,0
N,0.5,3.8,0.5,1,2.5,0.04,2016-01-01T00:41:39.000,-73.922309875488281,40.760562896728516,2,-73.9248046875,1,0,1,2,40.758644104003906,2016-01-01T00:41:30.000,0.3,0
N,0.5,20.16,0.5,1,15.5,3.43,2016-01-01T00:41:51.000,-73.959686279296875,40.718143463134766,2,-73.930259704589844,1,0,1,1,40.686359405517578,2016-01-01T00:20:49.000,0.3,3.36
N,0.5,14.3,0.5,1,13,3.63,2016-01-01T00:41:17.000,-73.944900512695313,40.828933715820313,2,-73.927040100097656,2,0,1,2,40.861862182617188,2016-01-01T00:30:34.000,0.3,0
N,0.5,7.3,0.5,1,6,0.91,2016-01-01T00:41:17.000,-73.948104858398437,40.798416137695313,2,-73.9381103515625,3,0,1,2,40.796253204345703,2016-01-01T00:35:12.000,0.3,0
N,0.5,10.3,0.5,1,9,1.98,2016-01-01T00:41:32.000,-73.919349670410156,40.758491516113281,2,-73.935081481933594,5,0,1,2,40.775634765625,2016-01-01T00:31:24.000,0.3,0
N,0.5,6.8,0.5,1,5.5,1.01,2016-01-01T00:42:17.000,-73.970954895019531,40.713077545166016,2,-73.955970764160156,1,0,1,2,40.713848114013672,2016-01-01T00:38:28.000,0.3,0
N,0.5,10.3,0.5,1,9,1.75,2016-01-01T00:41:40.000,-73.919212341308594,40.825794219970703,2,-73.942657470703125,6,0,1,2,40.836421966552734,2016-01-01T00:31:18.000,0.3,0
N,0.5,11.8,0.5,1,10.5,2.14,2016-01-01T00:40:53.000,-73.993141174316406,40.692783355712891,2,-74.002067565917969,1,0,1,2,40.709217071533203,2016-01-01T00:30:12.000,0.3,0
N,0.5,10.8,0.5,1,7.5,1.49,2016-01-01T00:40:10.000,-73.975425720214844,40.674560546875,2,-73.997749328613281,1,0,1,1,40.678623199462891,2016-01-01T00:32:31.000,0.3,2
N,0.5,25.8,0.5,1,24.5,8.36,2016-01-01T00:41:19.000,-73.926704406738281,40.755207061767578,2,-73.851432800292969,1,0,1,2,40.736541748046875,2016-01-01T00:22:52.000,0.3,0
N,0.5,21.3,0.5,1,17,5.22,2016-01-01T00:41:43.000,-73.949234008789063,40.716838836669922,2,-73.955421447753906,1,0,1,1,40.768508911132813,2016-01-01T00:27:27.000,0.3,3
N,0.5,12.3,0.5,1,9.5,1.92,2016-01-01T00:41:56.000,-73.965507507324219,40.710582733154297,2,-73.941909790039062,6,0,1,1,40.707496643066406,2016-01-01T00:31:05.000,0.3,1.5
N,0.5,17.8,0.5,1,16.5,4.90,2016-01-01T00:41:46.000,-73.979461669921875,40.682846069335937,2,-73.952308654785156,1,0,1,2,40.726432800292969,2016-01-01T00:28:11.000,0.3,0
N,0.5,7.8,0.5,1,5.5,0.94,2016-01-01T00:42:11.000,-73.951904296875,40.714107513427734,2,-73.965728759765625,2,0,1,1,40.713077545166016,2016-01-01T00:37:18.000,0.3,1
N,0.5,8.8,0.5,1,7.5,1.27,2016-01-01T00:41:00.000,-73.950729370117188,40.686027526855469,2,-73.932586669921875,1,0,1,2,40.686027526855469,2016-01-01T00:32:25.000,0.3,0
N,0.5,13.39,0.5,1,9,1.47,2016-01-01T00:42:04.000,-73.97332763671875,40.685951232910156,2,-73.996597290039063,1,0,1,1,40.693492889404297,2016-01-01T00:31:27.000,0.3,3.09
N,0.5,14.8,0.5,1,13.5,3.18,2016-01-01T00:41:34.000,-73.949104309082031,40.724411010742188,2,-73.905624389648438,1,0,1,2,40.70660400390625,2016-01-01T00:26:20.000,0.3,0
N,0.5,21.3,0.5,1,20,5.16,2016-01-01T00:42:22.000,-73.9576416015625,40.724170684814453,2,-73.989006042480469,6,0,1,2,40.688800811767578,2016-01-01T00:20:39.000,0.3,0
N,0.5,6.8,0.5,1,5.5,1.07,2016-01-01T00:42:11.000,-73.903068542480469,40.844062805175781,2,-73.91510009765625,1,0,1,2,40.836994171142578,2016-01-01T00:35:54.000,0.3,0
N,0.5,9.8,0.5,1,8.5,1.92,2016-01-01T00:42:12.000,-73.868598937988281,40.749107360839844,2,-73.834251403808594,1,0,1,2,40.757801055908203,2016-01-01T00:35:06.000,0.3,0
N,0.5,5.8,0.5,1,4.5,0.62,2016-01-01T00:41:54.000,-73.925254821777344,40.761775970458984,2,-73.927032470703125,1,0,1,2,40.768661499023438,2016-01-01T00:38:01.000,0.3,0
N,0.5,7.3,0.5,1,4,0.53,2016-01-01T00:42:14.000,-73.992080688476562,40.690338134765625,2,-73.994056701660156,1,0,1,1,40.694755554199219,2016-01-01T00:39:27.000,0.3,2
N,0.5,10.56,0.5,1,7.5,1.27,2016-01-01T00:41:59.000,-73.940818786621094,40.720603942871094,2,-73.957244873046875,1,0,1,1,40.713798522949219,2016-01-01T00:33:57.000,0.3,1.76
N,0.5,19.8,0.5,1,18.5,5.68,2016-01-01T00:41:25.000,-74.000778198242188,40.676155090332031,2,-73.959823608398438,3,0,1,2,40.7125244140625,2016-01-01T00:28:02.000,0.3,0
N,0.5,10.56,0.5,1,7.5,1.84,2016-01-01T00:42:07.000,-73.936309814453125,40.808925628662109,2,-73.944747924804688,1,0,1,1,40.787353515625,2016-01-01T00:35:11.000,0.3,1.76
N,0.5,17.3,0.5,1,16,3.44,2016-01-01T00:41:44.000,-73.959587097167969,40.718173980712891,2,-73.919075012207031,1,0,1,2,40.696083068847656,2016-01-01T00:19:38.000,0.3,0
N,0.5,7.3,0.5,1,6,1.14,2016-01-01T00:42:23.000,-73.958160400390625,40.815471649169922,2,-73.944328308105469,5,0,1,2,40.81439208984375,2016-01-01T00:36:41.000,0.3,0
N,0.5,16.8,0.5,1,15.5,4.17,2016-01-01T00:42:15.000,-73.981437683105469,40.689651489257813,2,-73.924118041992188,1,0,1,1,40.708324432373047,2016-01-01T00:22:22.000,0.3,0
N,0.5,6.3,0.5,1,5,0.73,2016-01-01T00:42:19.000,-73.981376647949219,40.653228759765625,2,-73.986946105957031,1,0,1,2,40.660621643066406,2016-01-01T00:38:41.000,0.3,0
N,0.5,6.8,0.5,1,5.5,0.90,2016-01-01T00:42:10.000,-73.928504943847656,40.860248565673828,2,-73.933036804199219,1,0,1,2,40.850391387939453,2016-01-01T00:37:26.000,0.3,0
N,0.5,5.3,0.5,1,4,0.46,2016-01-01T00:42:01.000,-73.887901306152344,40.75537109375,2,-73.891952514648437,1,0,1,2,40.751068115234375,2016-01-01T00:39:35.000,0.3,0
N,0.5,26.8,0.5,1,25.5,8.33,2016-01-01T00:42:03.000,-73.819816589355469,40.726497650146484,2,-73.917877197265625,1,0,1,2,40.692516326904297,2016-01-01T00:22:21.000,0.3,0
N,0.5,10.8,0.5,1,9.5,2.10,2016-01-01T00:42:11.000,-73.936897277832031,40.842514038085938,2,-73.91162109375,2,0,1,2,40.848686218261719,2016-01-01T00:32:01.000,0.3,0
N,0.5,12.96,0.5,1,9.5,2.17,2016-01-01T00:42:16.000,-73.963661193847656,40.677391052246094,2,-73.951904296875,1,0,1,1,40.691387176513672,2016-01-01T00:31:56.000,0.3,2.16
N,0.5,8.19,0.5,1,5,0.84,2016-01-01T00:42:15.000,-73.84454345703125,40.7205810546875,2,-73.857200622558594,1,0,1,1,40.725639343261719,2016-01-01T00:38:32.000,0.3,1.89
N,0.5,27.96,0.5,1,22,6.86,2016-01-01T00:42:25.000,-73.984962463378906,40.662761688232422,2,-73.958175659179688,1,0,1,1,40.719074249267578,2016-01-01T00:25:23.000,0.3,4.66
N,0.5,11.16,0.5,1,8,1.37,2016-01-01T00:42:02.000,-73.961433410644531,40.714290618896484,2,-73.959136962890625,1,0,1,1,40.729759216308594,2016-01-01T00:33:27.000,0.3,1.86
N,0.5,7.88,0.5,1,5,0.59,2016-01-01T00:42:29.000,-73.947708129882813,40.809677124023438,2,-73.951545715332031,1,0,1,1,40.813587188720703,2016-01-01T00:38:12.000,0.3,1.58
N,0.5,5.8,0.5,1,4.5,0.57,2016-01-01T00:42:23.000,-73.95477294921875,40.733543395996094,2,-73.951881408691406,2,0,1,2,40.725719451904297,2016-01-01T00:39:31.000,0.3,0
N,0.5,10.3,0.5,1,9,2.09,2016-01-01T00:41:39.000,-73.952316284179687,40.789833068847656,2,-73.9501953125,5,0,1,2,40.771320343017578,2016-01-01T00:32:31.000,0.3,0
N,0.5,7.8,0.5,1,6.5,1.23,2016-01-01T00:42:21.000,-73.935173034667969,40.683212280273438,2,-73.915763854980469,1,0,1,2,40.688678741455078,2016-01-01T00:35:21.000,0.3,0
N,0.5,17.3,0.5,1,16,4.02,2016-01-01T00:41:58.000,-73.962760925292969,40.712203979492188,2,-73.977241516113281,1,0,1,1,40.667278289794922,2016-01-01T00:22:49.000,0.3,0
N,0.5,9.3,0.5,1,8,1.90,2016-01-01T00:41:12.000,-73.945541381835938,40.79901123046875,2,-73.939949035644531,1,0,1,2,40.820262908935547,2016-01-01T00:33:29.000,0.3,0
N,0.5,15.36,0.5,1,11.5,3.43,2016-01-01T00:42:12.000,-73.987205505371094,40.695911407470703,2,-73.938026428222656,1,0,1,1,40.714595794677734,2016-01-01T00:34:41.000,0.3,2.56
N,0.5,22.25,0.5,1,16.5,3.96,2016-01-01T00:42:27.000,-73.958595275878906,40.729808807373047,2,-73.914436340332031,1,0,1,1,40.698440551757813,2016-01-01T00:22:33.000,0.3,4.45
N,0.5,14.3,0.5,1,13,3.33,2016-01-01T00:42:34.000,-73.977432250976563,40.687362670898438,2,-73.957008361816406,1,0,1,2,40.718376159667969,2016-01-01T00:28:19.000,0.3,0
N,0.5,11.76,0.5,1,8.5,1.85,2016-01-01T00:42:34.000,-73.971153259277344,40.672771453857422,2,-73.992141723632813,1,0,1,1,40.663288116455078,2016-01-01T00:34:26.000,0.3,1.96
N,0.5,8.76,0.5,1,6,0.95,2016-01-01T00:42:12.000,-73.960609436035156,40.696170806884766,2,-73.950798034667969,1,0,1,1,40.689968109130859,2016-01-01T00:36:12.000,0.3,1.46
N,0.5,34.12,0.5,1,26,8.13,2016-01-01T00:42:29.000,-73.982002258300781,40.679347991943359,2,-73.9539794921875,1,0,1,1,40.742462158203125,2016-01-01T00:19:50.000,0.3,6.82
N,0.5,11.16,0.5,1,8,1.66,2016-01-01T00:41:20.000,-73.952751159667969,40.696369171142578,2,-73.940826416015625,1,0,1,1,40.700950622558594,2016-01-01T00:31:55.000,0.3,1.86
N,0.5,11.8,0.5,1,10.5,1.91,2016-01-01T00:42:07.000,-73.977630615234375,40.689804077148437,2,-73.943275451660156,1,0,1,2,40.691558837890625,2016-01-01T00:27:36.000,0.3,0
N,0.5,8.84,0.5,1,5.5,0.72,2016-01-01T00:42:11.000,-73.987518310546875,40.67913818359375,2,-73.977615356445313,2,0,1,1,40.680511474609375,2016-01-01T00:36:29.000,0.3,2.04
N,0.5,10.8,0.5,1,9.5,2.04,2016-01-01T00:41:49.000,-73.927055358886719,40.863117218017578,2,-73.903961181640625,1,0,1,2,40.882713317871094,2016-01-01T00:31:46.000,0.3,0
N,0.5,11.76,0.5,1,8.5,1.84,2016-01-01T00:42:32.000,-73.968971252441406,40.672458648681641,2,-73.959457397460937,5,0,1,1,40.652996063232422,2016-01-01T00:34:09.000,0.3,1.96
N,0.5,16.64,0.5,1,11.5,3.01,2016-01-01T00:42:46.000,-73.943199157714844,40.707481384277344,2,-73.985618591308594,2,0,1,1,40.721782684326172,2016-01-01T00:32:44.000,0.3,3.84
N,0.5,17.16,0.5,1,13,3.25,2016-01-01T00:42:37.000,-73.95440673828125,40.731307983398437,2,-73.926811218261719,1,0,1,1,40.769412994384766,2016-01-01T00:29:29.000,0.3,2.86
N,0.5,9.3,0.5,1,8,1.35,2016-01-01T00:42:23.000,-73.949447631835938,40.802165985107422,2,-73.954231262207031,1,0,1,2,40.816295623779297,2016-01-01T00:33:28.000,0.3,0
N,0.5,35.54,0.5,1,20.5,5.63,2016-01-01T00:42:37.000,-73.951080322265625,40.811885833740234,2,-73.905075073242188,1,5.54,1,1,40.759490966796875,2016-01-01T00:20:44.000,0.3,8.2
N,0.5,13.3,0.5,1,12,2.63,2016-01-01T00:42:19.000,-73.958427429199219,40.721408843994141,2,-73.949844360351563,1,0,1,2,40.694580078125,2016-01-01T00:27:58.000,0.3,0
N,0.5,9.36,0.5,1,6.5,0.98,2016-01-01T00:42:38.000,-73.96551513671875,40.713573455810547,2,-73.953788757324219,1,0,1,1,40.707592010498047,2016-01-01T00:35:48.000,0.3,1.56
N,0.5,8.3,0.5,1,7,1.33,2016-01-01T00:42:01.000,-73.994514465332031,40.661991119384766,2,-73.997688293457031,1,0,1,2,40.676368713378906,2016-01-01T00:34:46.000,0.3,0
